occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	refresh_delay_total_master_cycles	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
376	1150	12	2	0x7276A	0x0802	115281	1316	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
377	1150	12	2	0x7276E	0x66F4	115351	1316	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
378	1150	12	2	0x72770	0x13C0	115407	1316	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
379	1150	12	2	0x72776	0x4E71	115526	1316	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
380	1150	12	2	0x72778	0x4E71	115554	1316	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
381	1150	12	2	0x7277A	0x4E71	115582	1316	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
382	1150	12	2	0x7277C	0x1439	115610	1316	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
383	1150	12	2	0x72782	0x0802	115729	1316	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
384	1150	12	2	0x72786	0x66F4	115799	1316	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
385	1150	12	2	0x72788	0x13C1	115855	1316	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
386	1150	13	2	0x7278E	0x4E75	115974	1316	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
387	1150	13	2	0x72C7A	0x51CB	116100	1330	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
388	1150	13	2	0x72C72	0x101A	116170	1330	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
389	1150	13	2	0x72C74	0x1219	116226	1330	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
390	1150	13	2	0x72C76	0x4EBA	116282	1330	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
391	1150	13	2	0x72722	0x082D	116408	1330	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
392	1150	13	2	0x72728	0x6630	116520	1330	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
393	1150	13	2	0x7275A	0x142D	116590	1330	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
394	1150	13	2	0x7275E	0x0882	116674	1330	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
395	1150	13	2	0x72762	0xD002	116758	1330	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
396	1150	13	2	0x72764	0x1439	116786	1330	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
397	1150	13	2	0x7276A	0x0802	116905	1330	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
398	1150	13	2	0x7276E	0x66F4	116989	1344	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
399	1150	13	2	0x72764	0x1439	117059	1344	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
400	1150	13	2	0x7276A	0x0802	117178	1344	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
401	1150	13	2	0x7276E	0x66F4	117248	1344	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
402	1150	13	2	0x72764	0x1439	117318	1344	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
403	1150	13	2	0x7276A	0x0802	117437	1344	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
404	1150	13	2	0x7276E	0x66F4	117507	1344	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
405	1150	13	2	0x72770	0x13C0	117563	1344	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
406	1150	13	2	0x72776	0x4E71	117682	1344	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
407	1150	13	2	0x72778	0x4E71	117710	1344	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
408	1150	13	2	0x7277A	0x4E71	117738	1344	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
409	1150	13	2	0x7277C	0x1439	117766	1344	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
410	1150	13	2	0x72782	0x0802	117885	1344	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
411	1150	13	2	0x72786	0x66F4	117969	1358	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
412	1150	13	2	0x72788	0x13C1	118025	1358	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
413	1150	14	2	0x7278E	0x4E75	118144	1358	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
414	1150	14	2	0x72C7A	0x51CB	118256	1358	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
415	1150	14	2	0x72C72	0x101A	118326	1358	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
416	1150	14	2	0x72C74	0x1219	118382	1358	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
417	1150	14	2	0x72C76	0x4EBA	118438	1358	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
418	1150	14	2	0x72722	0x082D	118564	1358	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
419	1150	14	2	0x72728	0x6630	118676	1358	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
420	1150	14	2	0x7275A	0x142D	118746	1358	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
421	1150	14	2	0x7275E	0x0882	118830	1358	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
422	1150	14	2	0x72762	0xD002	118928	1372	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
423	1150	14	2	0x72764	0x1439	118956	1372	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
424	1150	14	2	0x7276A	0x0802	119075	1372	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
425	1150	14	2	0x7276E	0x66F4	119145	1372	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
426	1150	14	2	0x72764	0x1439	119215	1372	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
427	1150	14	2	0x7276A	0x0802	119334	1372	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
428	1150	14	2	0x7276E	0x66F4	119404	1372	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
429	1150	14	2	0x72764	0x1439	119474	1372	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
430	1150	14	2	0x7276A	0x0802	119593	1372	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
431	1150	14	2	0x7276E	0x66F4	119663	1372	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
432	1150	14	2	0x72770	0x13C0	119719	1372	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
433	1150	14	2	0x72776	0x4E71	119838	1372	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
434	1150	14	2	0x72778	0x4E71	119880	1386	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
435	1150	14	2	0x7277A	0x4E71	119908	1386	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
436	1150	14	2	0x7277C	0x1439	119936	1386	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
437	1150	14	2	0x72782	0x0802	120055	1386	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
438	1150	14	2	0x72786	0x66F4	120125	1386	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
439	1150	14	2	0x72788	0x13C1	120181	1386	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
440	1150	15	2	0x7278E	0x4E75	120300	1386	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
441	1150	15	2	0x72C7A	0x51CB	120412	1386	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
442	1150	15	2	0x72C72	0x101A	120482	1386	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
443	1150	15	2	0x72C74	0x1219	120538	1386	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
444	1150	15	2	0x72C76	0x4EBA	120594	1386	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
445	1150	15	2	0x72722	0x082D	120720	1386	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
446	1150	15	2	0x72728	0x6630	120832	1386	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
447	1150	15	2	0x7275A	0x142D	120916	1400	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
448	1150	15	2	0x7275E	0x0882	121000	1400	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
449	1150	15	2	0x72762	0xD002	121084	1400	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
450	1150	15	2	0x72764	0x1439	121112	1400	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
451	1150	15	2	0x7276A	0x0802	121231	1400	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
452	1150	15	2	0x7276E	0x66F4	121301	1400	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
453	1150	15	2	0x72764	0x1439	121371	1400	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
454	1150	15	2	0x7276A	0x0802	121490	1400	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
455	1150	15	2	0x7276E	0x66F4	121560	1400	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
456	1150	15	2	0x72764	0x1439	121630	1400	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
457	1150	15	2	0x7276A	0x0802	121749	1400	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
458	1150	15	2	0x7276E	0x66F4	121833	1414	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
459	1150	15	2	0x72770	0x13C0	121889	1414	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
460	1150	15	2	0x72776	0x4E71	122008	1414	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
461	1150	15	2	0x72778	0x4E71	122036	1414	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
462	1150	15	2	0x7277A	0x4E71	122064	1414	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
463	1150	15	2	0x7277C	0x1439	122092	1414	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
464	1150	15	2	0x72782	0x0802	122211	1414	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
465	1150	15	2	0x72786	0x66F4	122281	1414	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
466	1150	15	2	0x72788	0x13C1	122337	1414	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
467	1150	16	2	0x7278E	0x4E75	122456	1414	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
468	1150	16	2	0x72C7A	0x51CB	122568	1414	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
469	1150	16	2	0x72C72	0x101A	122638	1414	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
470	1150	16	2	0x72C74	0x1219	122694	1414	0x72C76	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
471	1150	16	2	0x72C76	0x4EBA	122764	1428	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
472	1150	16	2	0x72722	0x082D	122890	1428	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
473	1150	16	2	0x72728	0x6630	123002	1428	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
474	1150	16	2	0x7275A	0x142D	123072	1428	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
475	1150	16	2	0x7275E	0x0882	123156	1428	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
476	1150	16	2	0x72762	0xD002	123240	1428	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
477	1150	16	2	0x72764	0x1439	123268	1428	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
478	1150	16	2	0x7276A	0x0802	123387	1428	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
479	1150	16	2	0x7276E	0x66F4	123457	1428	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
480	1150	16	2	0x72764	0x1439	123527	1428	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
481	1150	16	2	0x7276A	0x0802	123646	1428	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
482	1150	16	2	0x7276E	0x66F4	123730	1442	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
483	1150	16	2	0x72764	0x1439	123800	1442	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
484	1150	16	2	0x7276A	0x0802	123919	1442	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
485	1150	16	2	0x7276E	0x66F4	123989	1442	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
486	1150	16	2	0x72770	0x13C0	124045	1442	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
487	1150	16	2	0x72776	0x4E71	124164	1442	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
488	1150	16	2	0x72778	0x4E71	124192	1442	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
489	1150	16	2	0x7277A	0x4E71	124220	1442	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
490	1150	16	2	0x7277C	0x1439	124248	1442	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
491	1150	16	2	0x72782	0x0802	124367	1442	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
492	1150	16	2	0x72786	0x66F4	124437	1442	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
493	1150	16	2	0x72788	0x13C1	124493	1442	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
494	1150	17	2	0x7278E	0x4E75	124612	1442	0x72C7A	126	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
495	1150	17	2	0x72C7A	0x51CB	124738	1456	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
496	1150	17	2	0x72C72	0x101A	124808	1456	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
497	1150	17	2	0x72C74	0x1219	124864	1456	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
498	1150	17	2	0x72C76	0x4EBA	124920	1456	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
499	1150	17	2	0x72722	0x082D	125046	1456	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
500	1150	17	2	0x72728	0x6630	125158	1456	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
501	1150	17	2	0x7275A	0x142D	125228	1456	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
502	1150	17	2	0x7275E	0x0882	125312	1456	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
503	1150	17	2	0x72762	0xD002	125396	1456	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
504	1150	17	2	0x72764	0x1439	125424	1456	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
505	1150	17	2	0x7276A	0x0802	125543	1456	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
506	1150	17	2	0x7276E	0x66F4	125627	1470	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
507	1150	17	2	0x72764	0x1439	125697	1470	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
508	1150	17	2	0x7276A	0x0802	125816	1470	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
509	1150	17	2	0x7276E	0x66F4	125886	1470	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
510	1150	17	2	0x72764	0x1439	125956	1470	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
511	1150	17	2	0x7276A	0x0802	126075	1470	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
512	1150	17	2	0x7276E	0x66F4	126145	1470	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
513	1150	17	2	0x72770	0x13C0	126201	1470	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
514	1150	17	2	0x72776	0x4E71	126320	1470	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
515	1150	17	2	0x72778	0x4E71	126348	1470	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
516	1150	17	2	0x7277A	0x4E71	126376	1470	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
517	1150	17	2	0x7277C	0x1439	126404	1470	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
518	1150	17	2	0x72782	0x0802	126523	1470	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
519	1150	17	2	0x72786	0x66F4	126607	1484	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
520	1150	17	2	0x72788	0x13C1	126663	1484	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
521	1150	18	2	0x7278E	0x4E75	126782	1484	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
522	1150	18	2	0x72C7A	0x51CB	126894	1484	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
523	1150	18	2	0x72C72	0x101A	126964	1484	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
524	1150	18	2	0x72C74	0x1219	127020	1484	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
525	1150	18	2	0x72C76	0x4EBA	127076	1484	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
526	1150	18	2	0x72722	0x082D	127202	1484	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
527	1150	18	2	0x72728	0x6630	127314	1484	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
528	1150	18	2	0x7275A	0x142D	127384	1484	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
529	1150	18	2	0x7275E	0x0882	127468	1484	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
530	1150	18	2	0x72762	0xD002	127566	1498	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
531	1150	18	2	0x72764	0x1439	127594	1498	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
532	1150	18	2	0x7276A	0x0802	127713	1498	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
533	1150	18	2	0x7276E	0x66F4	127783	1498	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
534	1150	18	2	0x72764	0x1439	127853	1498	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
535	1150	18	2	0x7276A	0x0802	127972	1498	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
536	1150	18	2	0x7276E	0x66F4	128042	1498	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
537	1150	18	2	0x72764	0x1439	128112	1498	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
538	1150	18	2	0x7276A	0x0802	128231	1498	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
539	1150	18	2	0x7276E	0x66F4	128301	1498	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
540	1150	18	2	0x72770	0x13C0	128357	1498	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
541	1150	18	2	0x72776	0x4E71	128476	1498	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
542	1150	18	2	0x72778	0x4E71	128518	1512	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
543	1150	18	2	0x7277A	0x4E71	128546	1512	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
544	1150	18	2	0x7277C	0x1439	128574	1512	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
545	1150	18	2	0x72782	0x0802	128693	1512	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
546	1150	18	2	0x72786	0x66F4	128763	1512	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
547	1150	18	2	0x72788	0x13C1	128819	1512	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
548	1150	19	2	0x7278E	0x4E75	128938	1512	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
549	1150	19	2	0x72C7A	0x51CB	129050	1512	0x72C72	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
550	1150	19	2	0x72C72	0x101A	129120	1512	0x72C74	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
551	1150	19	2	0x72C74	0x1219	129176	1512	0x72C76	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
552	1150	19	2	0x72C76	0x4EBA	129232	1512	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
553	1150	19	2	0x72722	0x082D	129358	1512	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
554	1150	19	2	0x72728	0x6630	129470	1512	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
555	1150	19	2	0x7275A	0x142D	129554	1526	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
556	1150	19	2	0x7275E	0x0882	129638	1526	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
557	1150	19	2	0x72762	0xD002	129722	1526	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
558	1150	19	2	0x72764	0x1439	129750	1526	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
559	1150	19	2	0x7276A	0x0802	129869	1526	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
560	1150	19	2	0x7276E	0x66F4	129939	1526	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
561	1150	19	2	0x72764	0x1439	130009	1526	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
562	1150	19	2	0x7276A	0x0802	130128	1526	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
563	1150	19	2	0x7276E	0x66F4	130198	1526	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
564	1150	19	2	0x72764	0x1439	130268	1526	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
