occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
423	872	14	1	0xE55	0xC6	222210	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
424	872	14	1	0xE57	0x10	222315	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
425	872	14	1	0xE52	0x4E	222510	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
426	872	14	1	0xE53	0x23	222660	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
427	872	14	1	0xE54	0xD7	222750	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
428	872	14	1	0x10	0xDD	222915	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
429	872	14	1	0x14	0x28	223215	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
430	872	14	1	0x16	0x18	223320	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
431	872	14	1	0x28	0xF5	223500	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
432	872	14	1	0x29	0xCF	223665	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
433	872	14	1	0x8	0x3A	223830	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
434	872	14	1	0xB	0x87	224025	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
435	872	14	1	0xC	0x38	224085	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
436	872	14	1	0xE	0xC9	224190	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
437	872	14	1	0x2A	0xF1	224340	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
438	872	14	1	0x2B	0x32	224490	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
439	872	14	1	0x2E	0xF5	224685	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
440	872	14	1	0x2F	0xCF	224850	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
441	872	14	1	0x8	0x3A	225015	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
442	872	14	1	0xB	0x87	225210	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
443	872	14	1	0xC	0x38	225270	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
444	872	14	1	0xE	0xC9	225375	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
445	872	14	1	0x30	0x79	225525	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
446	872	14	1	0x31	0x32	225585	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
447	872	15	1	0x34	0xF1	225780	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
448	872	15	1	0x35	0xC9	225930	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
449	872	15	1	0xE55	0xC6	226080	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
450	872	15	1	0xE57	0x10	226185	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
451	872	15	1	0xE52	0x4E	226380	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
452	872	15	1	0xE53	0x23	226530	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
453	872	15	1	0xE54	0xD7	226620	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
454	872	15	1	0x10	0xDD	226785	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
455	872	15	1	0x14	0x28	227085	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
456	872	15	1	0x16	0x18	227190	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
457	872	15	1	0x28	0xF5	227370	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
458	872	15	1	0x29	0xCF	227535	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
459	872	15	1	0x8	0x3A	227700	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
460	872	15	1	0xB	0x87	227895	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
461	872	15	1	0xC	0x38	227955	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
462	872	15	1	0xE	0xC9	228060	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
463	872	15	1	0x2A	0xF1	228210	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
464	872	15	1	0x2B	0x32	228360	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
465	872	15	1	0x2E	0xF5	228555	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
466	872	15	1	0x2F	0xCF	228720	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
467	872	15	1	0x8	0x3A	228885	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
468	872	15	1	0xB	0x87	229080	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
469	872	15	1	0xC	0x38	229140	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
470	872	15	1	0xE	0xC9	229245	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
471	872	15	1	0x30	0x79	229395	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
472	872	15	1	0x31	0x32	229455	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
473	872	16	1	0x34	0xF1	229650	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
474	872	16	1	0x35	0xC9	229800	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
475	872	16	1	0xE55	0xC6	229950	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
476	872	16	1	0xE57	0x10	230055	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
477	872	16	1	0xE52	0x4E	230250	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
478	872	16	1	0xE53	0x23	230400	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
479	872	16	1	0xE54	0xD7	230490	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
480	872	16	1	0x10	0xDD	230655	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
481	872	16	1	0x14	0x28	230955	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
482	872	16	1	0x16	0x18	231060	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
483	872	16	1	0x28	0xF5	231240	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
484	872	16	1	0x29	0xCF	231405	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
485	872	16	1	0x8	0x3A	231570	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
486	872	16	1	0xB	0x87	231765	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
487	872	16	1	0xC	0x38	231825	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
488	872	16	1	0xE	0xC9	231930	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
489	872	16	1	0x2A	0xF1	232080	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
490	872	16	1	0x2B	0x32	232230	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
491	872	16	1	0x2E	0xF5	232425	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
492	872	16	1	0x2F	0xCF	232590	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
493	872	16	1	0x8	0x3A	232755	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
494	872	16	1	0xB	0x87	232950	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
495	872	16	1	0xC	0x38	233010	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
496	872	16	1	0xE	0xC9	233115	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
497	872	16	1	0x30	0x79	233265	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
498	872	16	1	0x31	0x32	233325	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
499	872	17	1	0x34	0xF1	233520	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
500	872	17	1	0x35	0xC9	233670	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
501	872	17	1	0xE55	0xC6	233820	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
502	872	17	1	0xE57	0x10	233925	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
503	872	17	1	0xE52	0x4E	234120	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
504	872	17	1	0xE53	0x23	234270	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
505	872	17	1	0xE54	0xD7	234360	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
506	872	17	1	0x10	0xDD	234525	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
507	872	17	1	0x14	0x28	234825	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
508	872	17	1	0x16	0x18	234930	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
509	872	17	1	0x28	0xF5	235110	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
510	872	17	1	0x29	0xCF	235275	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
511	872	17	1	0x8	0x3A	235440	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
512	872	17	1	0xB	0x87	235635	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
513	872	17	1	0xC	0x38	235695	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
514	872	17	1	0xE	0xC9	235800	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
515	872	17	1	0x2A	0xF1	235950	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
516	872	17	1	0x2B	0x32	236100	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
517	872	17	1	0x2E	0xF5	236295	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
518	872	17	1	0x2F	0xCF	236460	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
519	872	17	1	0x8	0x3A	236625	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
520	872	17	1	0xB	0x87	236820	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
521	872	17	1	0xC	0x38	236880	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
522	872	17	1	0xE	0xC9	236985	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
523	872	17	1	0x30	0x79	237135	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
524	872	17	1	0x31	0x32	237195	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
525	872	18	1	0x34	0xF1	237390	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
526	872	18	1	0x35	0xC9	237540	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
527	872	18	1	0xE55	0xC6	237690	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
528	872	18	1	0xE57	0x10	237795	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
529	872	18	1	0xE52	0x4E	237990	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
530	872	18	1	0xE53	0x23	238140	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
531	872	18	1	0xE54	0xD7	238230	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
532	872	18	1	0x10	0xDD	238395	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
533	872	18	1	0x14	0x28	238695	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
534	872	18	1	0x16	0x18	238800	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
535	872	18	1	0x28	0xF5	238980	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
536	872	18	1	0x29	0xCF	239145	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
537	872	18	1	0x8	0x3A	239310	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
538	872	18	1	0xB	0x87	239505	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
539	872	18	1	0xC	0x38	239565	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
540	872	18	1	0xE	0xC9	239670	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
541	872	18	1	0x2A	0xF1	239820	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
542	872	18	1	0x2B	0x32	239970	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
543	872	18	1	0x2E	0xF5	240165	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
544	872	18	1	0x2F	0xCF	240330	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
545	872	18	1	0x8	0x3A	240495	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
546	872	18	1	0xB	0x87	240690	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
547	872	18	1	0xC	0x38	240750	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
548	872	18	1	0xE	0xC9	240855	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
549	872	18	1	0x30	0x79	241005	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
550	872	18	1	0x31	0x32	241065	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
551	872	19	1	0x34	0xF1	241260	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
552	872	19	1	0x35	0xC9	241410	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
553	872	19	1	0xE55	0xC6	241560	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
554	872	19	1	0xE57	0x10	241665	0xE52	195	branch	taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
555	872	19	1	0xE52	0x4E	241860	0xE53	150	linear	n/a	ordinary,bank_wait_3t	zSetVoice@s2.sounddriver.asm:3304-3396
556	872	19	1	0xE53	0x23	242010	0xE54	90	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
557	872	19	1	0xE54	0xD7	242100	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
558	872	19	1	0x10	0xDD	242265	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
559	872	19	1	0x14	0x28	242565	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
560	872	19	1	0x16	0x18	242670	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
561	872	19	1	0x28	0xF5	242850	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
562	872	19	1	0x29	0xCF	243015	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
563	872	19	1	0x8	0x3A	243180	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
564	872	19	1	0xB	0x87	243375	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
565	872	19	1	0xC	0x38	243435	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
566	872	19	1	0xE	0xC9	243540	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
567	872	19	1	0x2A	0xF1	243690	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
568	872	19	1	0x2B	0x32	243840	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
569	872	19	1	0x2E	0xF5	244035	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
570	872	19	1	0x2F	0xCF	244200	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
571	872	19	1	0x8	0x3A	244365	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
572	872	19	1	0xB	0x87	244560	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
573	872	19	1	0xC	0x38	244620	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
574	872	19	1	0xE	0xC9	244725	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
575	872	19	1	0x30	0x79	244875	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
576	872	19	1	0x31	0x32	244935	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
577	872	20	1	0x34	0xF1	245130	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
578	872	20	1	0x35	0xC9	245280	0xE55	150	return	target=0xE55	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
579	872	20	1	0xE55	0xC6	245430	0xE57	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
580	872	20	1	0xE57	0x10	245535	0xE59	120	branch	not_taken	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
581	872	20	1	0xE59	0xC6	245655	0xE5B	105	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
582	872	20	1	0xE5B	0xDD	245760	0xE5E	285	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
583	872	20	1	0xE5E	0xD7	246045	0x10	165	call	target=0x10	control_flow	zSetVoice@s2.sounddriver.asm:3304-3396
584	872	20	1	0x10	0xDD	246210	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
585	872	20	1	0x14	0x28	246510	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
586	872	20	1	0x16	0x18	246615	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
587	872	20	1	0x28	0xF5	246795	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
588	872	20	1	0x29	0xCF	246960	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
589	872	20	1	0x8	0x3A	247125	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
590	872	20	1	0xB	0x87	247320	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
591	872	20	1	0xC	0x38	247380	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
592	872	20	1	0xE	0xC9	247485	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
593	872	20	1	0x2A	0xF1	247635	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
594	872	20	1	0x2B	0x32	247785	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
595	872	20	1	0x2E	0xF5	247980	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
596	872	20	1	0x2F	0xCF	248145	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
597	872	20	1	0x8	0x3A	248310	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
598	872	20	1	0xB	0x87	248505	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
599	872	20	1	0xC	0x38	248565	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
600	872	20	1	0xE	0xC9	248670	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
601	872	20	1	0x30	0x79	248820	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
602	872	20	1	0x31	0x32	248880	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
603	872	21	1	0x34	0xF1	249075	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
604	872	21	1	0x35	0xC9	249225	0xE5F	150	return	target=0xE5F	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
605	872	21	1	0xE5F	0xDD	249375	0xE62	285	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
606	872	21	1	0xE62	0xDD	249660	0xE65	285	linear	n/a	ordinary	zSetVoice@s2.sounddriver.asm:3304-3396
607	872	21	1	0xE65	0x3E	249945	0xE67	105	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
608	872	21	1	0xE67	0xE6	250050	0xE69	105	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
609	872	21	1	0xE69	0xC6	250155	0xE6B	105	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
610	872	21	1	0xE6B	0x5F	250260	0xE6C	60	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
611	872	21	1	0xE6C	0x16	250320	0xE6E	105	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
612	872	21	1	0xE6E	0x1A	250425	0xE6F	105	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
613	872	21	1	0xE6F	0xDD	250530	0xE72	285	linear	n/a	ordinary	zSetVoice.a_backup@s2.sounddriver.asm:3385-3396
614	872	21	1	0xE72	0x5F	250815	0xE73	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
615	872	21	1	0xE73	0xDD	250875	0xE76	285	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
616	872	21	1	0xE76	0xF1	251160	0xE77	150	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
617	872	21	1	0xE77	0x06	251310	0xE79	105	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
618	872	21	1	0xE79	0x4E	251415	0xE7A	150	linear	n/a	ordinary,bank_wait_3t	zSetFMTLs@s2.sounddriver.asm:3398-3432
619	872	21	1	0xE7A	0x23	251565	0xE7B	90	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
620	872	21	1	0xE7B	0xCB	251655	0xE7D	120	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
621	872	21	1	0xE7D	0x30	251775	0xE84	180	branch	taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
622	872	21	1	0xE84	0xD7	251955	0x10	165	call	target=0x10	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
623	872	21	1	0x10	0xDD	252120	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
624	872	21	1	0x14	0x28	252420	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
625	872	21	1	0x16	0x18	252525	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
626	872	21	1	0x28	0xF5	252705	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
627	872	21	1	0x29	0xCF	252870	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
628	872	21	1	0x8	0x3A	253035	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
629	872	21	1	0xB	0x87	253230	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
630	872	21	1	0xC	0x38	253290	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
631	872	21	1	0xE	0xC9	253395	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
632	872	21	1	0x2A	0xF1	253545	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
633	872	21	1	0x2B	0x32	253695	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
634	872	21	1	0x2E	0xF5	253890	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
